time_sec,dominant_frequency_hz,mean_db_all_band,mean_db_80_300hz
5.205333333333333,984.375,-34.51551,-29.279327
5.216,960.9375,-34.52361,-30.153585
5.226666666666667,1031.25,-34.56412,-33.08873
5.237333333333333,1007.8125,-34.60333,-33.251858
5.248,1007.8125,-34.662067,-31.30593
5.258666666666667,1007.8125,-34.69175,-30.021973
5.269333333333333,1031.25,-34.692833,-32.81478
5.28,1054.6875,-34.74437,-31.875685
5.290666666666667,1031.25,-34.81822,-29.210463
5.301333333333333,679.6875,-34.814026,-28.189348
5.312,984.375,-34.83821,-28.717386
5.322666666666667,984.375,-34.88642,-31.037638
5.333333333333333,984.375,-34.97257,-31.335917
5.344,984.375,-34.95528,-32.248672
5.354666666666667,984.375,-34.965485,-32.349247
5.365333333333333,960.9375,-34.958183,-29.986746
5.376,960.9375,-35.01442,-30.924965
5.386666666666667,445.3125,-35.010483,-33.801163
5.397333333333333,421.875,-35.034935,-32.93241
5.408,960.9375,-35.04521,-32.547165
5.418666666666667,960.9375,-35.092125,-32.893814
5.429333333333333,1031.25,-35.11831,-34.89027
5.44,1007.8125,-35.151173,-35.206882
5.450666666666667,468.75,-35.161983,-34.84025
5.461333333333333,445.3125,-35.144787,-34.369076
5.472,398.4375,-35.14712,-33.97052
5.482666666666667,375.0,-35.161053,-34.8361
5.493333333333333,445.3125,-35.09885,-33.915695
5.504,375.0,-35.107243,-34.439945
5.514666666666667,515.625,-35.139526,-34.50265
5.525333333333333,421.875,-35.11042,-33.607204
5.536,445.3125,-35.090183,-34.091553
5.546666666666667,445.3125,-35.13936,-35.206882
5.557333333333333,515.625,-35.14315,-34.819695
5.568,492.1875,-35.13476,-34.023476
5.578666666666667,421.875,-35.16712,-34.330196
5.589333333333333,281.25,-35.16244,-34.053272
5.6,304.6875,-35.121033,-34.901337
5.610666666666667,304.6875,-35.083023,-31.150215
5.621333333333333,304.6875,-35.059883,-28.928902
5.632,375.0,-34.979305,-31.350138
5.642666666666667,960.9375,-34.820198,-31.626797
5.653333333333333,1007.8125,-34.60109,-28.423574
5.664,960.9375,-34.36757,-28.786613
5.674666666666667,796.875,-34.17513,-26.824821
5.685333333333333,820.3125,-34.019615,-28.750051
5.696,1007.8125,-33.671967,-24.36681
5.706666666666667,984.375,-33.387245,-21.221752
