frequency_hz,amplitude,power
61.56716417910449,1577.6279,2.48891e+06
61.69154228855722,1655.6006,2.7410132e+06
61.81592039800996,1936.3721,3.7495368e+06
61.94029850746269,1916.4628,3.6728295e+06
62.064676616915435,1680.0332,2.8225115e+06
62.18905472636817,1960.497,3.8435482e+06
62.313432835820905,1501.5385,2.2546178e+06
62.43781094527364,1533.8073,2.3525648e+06
62.562189054726375,1278.2778,1.6339942e+06
62.68656716417911,1088.3855,1.184583e+06
62.81094527363185,1113.2878,1.2394099e+06
62.93532338308459,490.8207,240904.97
63.05970149253732,962.53784,926479.1
63.18407960199006,296.55237,87943.305
63.30845771144279,576.62164,332492.53
63.432835820895534,290.1751,84201.59
63.55721393034827,405.0355,164053.75
63.681592039801004,188.51797,35539.027
63.80597014925374,496.7198,246730.55
63.93034825870647,276.0823,76221.44
64.05472636815921,565.32513,319592.5
64.17910447761194,531.12994,282099.03
64.30348258706468,490.8338,240917.83
64.42786069651743,686.70197,471559.6
64.55223880597016,564.71606,318904.22
64.6766169154229,650.4998,423150.0
64.80099502487563,658.8619,434098.97
64.92537313432837,577.59143,333611.88
65.0497512437811,637.44727,406339.03
65.17412935323384,578.7768,334982.56
65.29850746268657,515.77155,266020.28
65.42288557213931,518.67053,269019.12
65.54726368159204,479.9226,230325.7
65.67164179104479,662.93884,439487.9
65.79601990049753,568.58826,323292.6
65.92039800995026,968.87164,938712.25
66.044776119403,540.3264,291952.62
66.16915422885573,1256.7916,1.5795252e+06
66.29353233830847,683.8836,467696.78
66.4179104477612,1276.3062,1.6289574e+06
66.54228855721394,1126.5173,1.2690412e+06
66.66666666666667,1310.0394,1.7162032e+06
66.7910447761194,1493.335,2.2300492e+06
66.91542288557214,1285.7164,1.6530668e+06
67.03980099502489,1674.8302,2.8050562e+06
67.16417910447763,1194.0183,1.4256798e+06
67.28855721393036,1629.9388,2.6567008e+06
67.4129353233831,1226.4984,1.5042984e+06
67.53731343283583,1508.7756,2.276404e+06
67.66169154228857,1246.8533,1.5546431e+06
67.7860696517413,1453.0189,2.111264e+06
67.91044776119404,1210.6886,1.4657669e+06
68.03482587064677,1177.0933,1.3855485e+06
68.1592039800995,1162.4729,1.3513432e+06
68.28358208955225,943.0697,889380.44
68.40796019900499,813.32526,661498.0
68.53233830845772,877.9395,770777.8
68.65671641791046,380.6091,144863.28
68.7810945273632,811.9825,659315.56
68.90547263681593,262.38095,68843.766
69.02985074626866,941.9576,887284.06
69.1542288557214,449.56512,202108.8
69.27860696517413,678.5121,460378.66
69.40298507462687,552.3267,305064.8
69.5273631840796,228.59816,52257.117
69.65174129353235,332.23785,110381.99
69.77611940298509,230.48563,53123.625
69.90049751243782,240.64821,57911.56
70.02487562189056,422.57736,178571.62
70.1492537313433,439.25345,192943.6
70.27363184079603,561.65875,315460.56
70.39800995024876,799.7177,639548.44
70.5223880597015,702.75183,493860.12
70.64676616915423,1067.3582,1.1392534e+06
70.77114427860697,780.79266,609637.2
70.89552238805972,993.5613,987164.0
